,COD,Nombre,FK_Unidad,FK_Escala,Data
0,ETCL4443,"Coste laboral total por hora. Total Nacional. Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales). Costes laborales. Euros. ",7,1,"[{'Fecha': 1735686000000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2025, 'Valor': 23.6, 'Secreto': False}, {'Fecha': 1727733600000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2024, 'Valor': 25.63, 'Secreto': False}, {'Fecha': 1719784800000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2024, 'Valor': 25.08, 'Secreto': False}, {'Fecha': 1711922400000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2024, 'Valor': 23.68, 'Secreto': False}, {'Fecha': 1704063600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2024, 'Valor': 23.1, 'Secreto': False}, {'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 24.98, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 23.8, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 23.22, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 21.51, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 23.55, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 22.55, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 21.8, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 20.64, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 22.72, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 21.89, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 21.68, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 20.63, 'Secreto': False}, {'Fecha': 1601503200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2020, 'Valor': 22.66, 'Secreto': False}, {'Fecha': 1593554400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2020, 'Valor': 21.95, 'Secreto': False}, {'Fecha': 1585692000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2020, 'Valor': 22.86, 'Secreto': False}, {'Fecha': 1577833200000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2020, 'Valor': 19.93, 'Secreto': False}, {'Fecha': 1569880800000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2019, 'Valor': 21.56, 'Secreto': False}, {'Fecha': 1561932000000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2019, 'Valor': 21.11, 'Secreto': False}, {'Fecha': 1554069600000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2019, 'Valor': 20.43, 'Secreto': False}, {'Fecha': 1546297200000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2019, 'Valor': 19.01, 'Secreto': False}, {'Fecha': 1538344800000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2018, 'Valor': 21.14, 'Secreto': False}, {'Fecha': 1530396000000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2018, 'Valor': 20.62, 'Secreto': False}, {'Fecha': 1522533600000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2018, 'Valor': 19.29, 'Secreto': False}, {'Fecha': 1514761200000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2018, 'Valor': 19.01, 'Secreto': False}, {'Fecha': 1506808800000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2017, 'Valor': 21.04, 'Secreto': False}, {'Fecha': 1498860000000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2017, 'Valor': 20.11, 'Secreto': False}, {'Fecha': 1490997600000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2017, 'Valor': 19.67, 'Secreto': False}, {'Fecha': 1483225200000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2017, 'Valor': 18.32, 'Secreto': False}, {'Fecha': 1475272800000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2016, 'Valor': 20.79, 'Secreto': False}, {'Fecha': 1467324000000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2016, 'Valor': 20.19, 'Secreto': False}, {'Fecha': 1459461600000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2016, 'Valor': 18.95, 'Secreto': False}, {'Fecha': 1451602800000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2016, 'Valor': 19.14, 'Secreto': False}, {'Fecha': 1443650400000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2015, 'Valor': 20.66, 'Secreto': False}, {'Fecha': 1435701600000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2015, 'Valor': 20.19, 'Secreto': False}, {'Fecha': 1427839200000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2015, 'Valor': 19.71, 'Secreto': False}, {'Fecha': 1420066800000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2015, 'Valor': 18.56, 'Secreto': False}, {'Fecha': 1412114400000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2014, 'Valor': 20.34, 'Secreto': False}, {'Fecha': 1404165600000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2014, 'Valor': 20.28, 'Secreto': False}, {'Fecha': 1396303200000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2014, 'Valor': 19.67, 'Secreto': False}, {'Fecha': 1388530800000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2014, 'Valor': 18.34, 'Secreto': False}, {'Fecha': 1380578400000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2013, 'Valor': 20.58, 'Secreto': False}, {'Fecha': 1372629600000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2013, 'Valor': 20.3, 'Secreto': False}, {'Fecha': 1364767200000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2013, 'Valor': 19.0, 'Secreto': False}, {'Fecha': 1356994800000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2013, 'Valor': 18.68, 'Secreto': False}, {'Fecha': 1349042400000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2012, 'Valor': 20.22, 'Secreto': False}, {'Fecha': 1341093600000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2012, 'Valor': 20.2, 'Secreto': False}, {'Fecha': 1333231200000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2012, 'Valor': 19.47, 'Secreto': False}, {'Fecha': 1325372400000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2012, 'Valor': 18.29, 'Secreto': False}, {'Fecha': 1317420000000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2011, 'Valor': 20.68, 'Secreto': False}, {'Fecha': 1309471200000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2011, 'Valor': 20.2, 'Secreto': False}, {'Fecha': 1301608800000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2011, 'Valor': 19.34, 'Secreto': False}, {'Fecha': 1293836400000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2011, 'Valor': 18.03, 'Secreto': False}, {'Fecha': 1285884000000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2010, 'Valor': 20.18, 'Secreto': False}, {'Fecha': 1277935200000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2010, 'Valor': 19.28, 'Secreto': False}, {'Fecha': 1270072800000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2010, 'Valor': 19.05, 'Secreto': False}, {'Fecha': 1262300400000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2010, 'Valor': 18.03, 'Secreto': False}, {'Fecha': 1254348000000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2009, 'Valor': 19.96, 'Secreto': False}, {'Fecha': 1246399200000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2009, 'Valor': 19.55, 'Secreto': False}, {'Fecha': 1238536800000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2009, 'Valor': 18.9, 'Secreto': False}, {'Fecha': 1230764400000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2009, 'Valor': 17.66, 'Secreto': False}, {'Fecha': 1222812000000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2008, 'Valor': 19.0, 'Secreto': False}, {'Fecha': 1214863200000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2008, 'Valor': 18.77, 'Secreto': False}, {'Fecha': 1207000800000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2008, 'Valor': 17.24, 'Secreto': False}, {'Fecha': 1199142000000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2008, 'Valor': 17.03, 'Secreto': False}]"
1,ETCL4442,Coste laboral total por hora. Total Nacional. Industria. Costes laborales. Euros. ,7,1,"[{'Fecha': 1735686000000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2025, 'Valor': 25.44, 'Secreto': False}, {'Fecha': 1727733600000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2024, 'Valor': 27.84, 'Secreto': False}, {'Fecha': 1719784800000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2024, 'Valor': 27.76, 'Secreto': False}, {'Fecha': 1711922400000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2024, 'Valor': 25.58, 'Secreto': False}, {'Fecha': 1704063600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2024, 'Valor': 24.63, 'Secreto': False}, {'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 27.01, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 26.28, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 24.99, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 22.84, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 25.36, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 25.17, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 23.52, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 21.77, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 24.64, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 24.14, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 23.1, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 21.88, 'Secreto': False}, {'Fecha': 1601503200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2020, 'Valor': 24.45, 'Secreto': False}, {'Fecha': 1593554400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2020, 'Valor': 24.16, 'Secreto': False}, {'Fecha': 1585692000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2020, 'Valor': 24.49, 'Secreto': False}, {'Fecha': 1577833200000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2020, 'Valor': 21.38, 'Secreto': False}, {'Fecha': 1569880800000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2019, 'Valor': 23.77, 'Secreto': False}, {'Fecha': 1561932000000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2019, 'Valor': 23.92, 'Secreto': False}, {'Fecha': 1554069600000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2019, 'Valor': 22.4, 'Secreto': False}, {'Fecha': 1546297200000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2019, 'Valor': 20.48, 'Secreto': False}, {'Fecha': 1538344800000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2018, 'Valor': 23.5, 'Secreto': False}, {'Fecha': 1530396000000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2018, 'Valor': 23.47, 'Secreto': False}, {'Fecha': 1522533600000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2018, 'Valor': 21.22, 'Secreto': False}, {'Fecha': 1514761200000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2018, 'Valor': 20.55, 'Secreto': False}, {'Fecha': 1506808800000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2017, 'Valor': 23.58, 'Secreto': False}, {'Fecha': 1498860000000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2017, 'Valor': 22.94, 'Secreto': False}, {'Fecha': 1490997600000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2017, 'Valor': 21.72, 'Secreto': False}, {'Fecha': 1483225200000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2017, 'Valor': 19.9, 'Secreto': False}, {'Fecha': 1475272800000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2016, 'Valor': 23.24, 'Secreto': False}, {'Fecha': 1467324000000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2016, 'Valor': 22.92, 'Secreto': False}, {'Fecha': 1459461600000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2016, 'Valor': 20.62, 'Secreto': False}, {'Fecha': 1451602800000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2016, 'Valor': 20.73, 'Secreto': False}, {'Fecha': 1443650400000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2015, 'Valor': 22.88, 'Secreto': False}, {'Fecha': 1435701600000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2015, 'Valor': 22.88, 'Secreto': False}, {'Fecha': 1427839200000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2015, 'Valor': 21.48, 'Secreto': False}, {'Fecha': 1420066800000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2015, 'Valor': 20.02, 'Secreto': False}, {'Fecha': 1412114400000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2014, 'Valor': 22.88, 'Secreto': False}, {'Fecha': 1404165600000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2014, 'Valor': 23.11, 'Secreto': False}, {'Fecha': 1396303200000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2014, 'Valor': 21.73, 'Secreto': False}, {'Fecha': 1388530800000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2014, 'Valor': 19.98, 'Secreto': False}, {'Fecha': 1380578400000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2013, 'Valor': 22.87, 'Secreto': False}, {'Fecha': 1372629600000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2013, 'Valor': 23.19, 'Secreto': False}, {'Fecha': 1364767200000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2013, 'Valor': 20.85, 'Secreto': False}, {'Fecha': 1356994800000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2013, 'Valor': 20.38, 'Secreto': False}, {'Fecha': 1349042400000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2012, 'Valor': 22.87, 'Secreto': False}, {'Fecha': 1341093600000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2012, 'Valor': 22.79, 'Secreto': False}, {'Fecha': 1333231200000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2012, 'Valor': 21.05, 'Secreto': False}, {'Fecha': 1325372400000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2012, 'Valor': 19.45, 'Secreto': False}, {'Fecha': 1317420000000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2011, 'Valor': 22.46, 'Secreto': False}, {'Fecha': 1309471200000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2011, 'Valor': 22.32, 'Secreto': False}, {'Fecha': 1301608800000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2011, 'Valor': 20.33, 'Secreto': False}, {'Fecha': 1293836400000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2011, 'Valor': 18.89, 'Secreto': False}, {'Fecha': 1285884000000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2010, 'Valor': 21.96, 'Secreto': False}, {'Fecha': 1277935200000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2010, 'Valor': 21.43, 'Secreto': False}, {'Fecha': 1270072800000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2010, 'Valor': 20.12, 'Secreto': False}, {'Fecha': 1262300400000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2010, 'Valor': 19.15, 'Secreto': False}, {'Fecha': 1254348000000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2009, 'Valor': 21.52, 'Secreto': False}, {'Fecha': 1246399200000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2009, 'Valor': 21.68, 'Secreto': False}, {'Fecha': 1238536800000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2009, 'Valor': 20.06, 'Secreto': False}, {'Fecha': 1230764400000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2009, 'Valor': 18.78, 'Secreto': False}, {'Fecha': 1222812000000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2008, 'Valor': 20.48, 'Secreto': False}, {'Fecha': 1214863200000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2008, 'Valor': 20.74, 'Secreto': False}, {'Fecha': 1207000800000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2008, 'Valor': 18.16, 'Secreto': False}, {'Fecha': 1199142000000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2008, 'Valor': 18.0, 'Secreto': False}]"
