,COD,Nombre,FK_Unidad,FK_Escala,Data
46,EPA11322,Tasa de actividad. Toledo. Ambos sexos. Total. ,135,1,"[{'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 58.76, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 60.71, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 61.26, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 61.01, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 61.31, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 61.46, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 62.04, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 61.87, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 63.39, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 63.58, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 63.17, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 59.79, 'Secreto': False}]"
47,EPA11321,Tasa de actividad. Valencia/València. Ambos sexos. Total. ,135,1,"[{'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 60.9, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 60.95, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 59.4, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 60.11, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 59.57, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 59.83, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 59.18, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 58.81, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 58.86, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 59.65, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 59.54, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 57.47, 'Secreto': False}]"
48,EPA11320,Tasa de actividad. Valladolid. Ambos sexos. Total. ,135,1,"[{'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 55.87, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 56.31, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 55.59, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 55.36, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 54.83, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 54.18, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 54.49, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 54.08, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 53.91, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 53.75, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 54.88, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 56.48, 'Secreto': False}]"
49,EPA11319,Tasa de actividad. Zamora. Ambos sexos. Total. ,135,1,"[{'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 53.06, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 53.2, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 50.18, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 49.51, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 50.83, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 50.19, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 50.28, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 51.77, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 51.18, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 51.33, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 51.06, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 49.64, 'Secreto': False}]"
50,EPA11318,Tasa de actividad. Zaragoza. Ambos sexos. Total. ,135,1,"[{'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 59.65, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 58.43, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 59.27, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 59.51, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 59.34, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 58.83, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 59.3, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 59.65, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 59.29, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 58.61, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 58.37, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 58.71, 'Secreto': False}]"
51,EPA11317,Tasa de actividad. Ceuta. Ambos sexos. Total. ,135,1,"[{'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 59.06, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 63.63, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 61.29, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 61.27, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 63.97, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 62.53, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 60.44, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 61.13, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 56.41, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 55.7, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 56.46, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 54.88, 'Secreto': False}]"
52,EPA11316,Tasa de actividad. Melilla. Ambos sexos. Total. ,135,1,"[{'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 58.62, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 57.77, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 56.69, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 56.09, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 58.6, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 61.08, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 63.11, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 63.44, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 63.8, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 63.19, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 63.0, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 63.24, 'Secreto': False}]"
53,EPA76938,Tasa de actividad. Hombres. Total Nacional. Total. ,135,1,"[{'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 63.69, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 64.41, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 63.93, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 63.18, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 63.53, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 64.19, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 63.73, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 63.53, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 63.65, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 64.31, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 63.59, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 62.74, 'Secreto': False}]"
54,EPA366813,Tasa de actividad. Hombres. Albacete. Total. ,135,1,"[{'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 63.75, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 66.34, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 67.68, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 66.94, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 68.11, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 65.25, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 66.59, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 66.47, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 63.73, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 65.69, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 63.94, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 62.85, 'Secreto': False}]"
55,EPA366812,Tasa de actividad. Hombres. Alicante/Alacant. Total. ,135,1,"[{'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 64.15, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 64.86, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 62.72, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 63.0, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 65.37, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 63.59, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 61.68, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 63.47, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 63.13, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 63.02, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 60.59, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 61.04, 'Secreto': False}]"
56,EPA366811,Tasa de actividad. Hombres. Almería. Total. ,135,1,"[{'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 65.79, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 70.19, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 67.15, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 67.38, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 68.33, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 67.84, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 68.87, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 68.43, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 70.0, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 70.4, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 65.91, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 70.52, 'Secreto': False}]"
57,EPA366810,Tasa de actividad. Hombres. Araba/Álava. Total. ,135,1,"[{'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 64.66, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 65.81, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 65.26, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 64.01, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 63.86, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 63.51, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 61.18, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 60.43, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 63.26, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 61.93, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 59.61, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 60.16, 'Secreto': False}]"
58,EPA366809,Tasa de actividad. Hombres. Asturias. Total. ,135,1,"[{'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 54.0, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 55.07, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 53.88, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 52.93, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 54.76, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 54.61, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 54.14, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 55.29, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 55.42, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 55.91, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 55.3, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 54.79, 'Secreto': False}]"
59,EPA366808,Tasa de actividad. Hombres. Ávila. Total. ,135,1,"[{'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 59.0, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 60.99, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 61.51, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 59.98, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 59.19, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 61.22, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 58.16, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 58.55, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 58.45, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 57.44, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 58.63, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 57.65, 'Secreto': False}]"
60,EPA366807,Tasa de actividad. Hombres. Badajoz. Total. ,135,1,"[{'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 63.62, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 65.99, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 64.23, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 63.34, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 62.58, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 64.34, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 63.09, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 61.98, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 62.33, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 64.87, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 62.96, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 61.28, 'Secreto': False}]"
