,COD,Nombre,FK_Unidad,FK_Escala,Notas,Data
0,IPV769,Total Nacional. General. Índice. ,133,1,"[{'texto': 'https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736152838&menu=ultiDatos&idp=1254735976607#~#https://www.ine.es/consul/serie.do?s=IPV769&nult=100&TB_iframe=true&position=center&width=700&height=500&L=0&nocab=1', 'Fk_TipoNota': 6, 'textoTipo': None}]","[{'Fecha': 1735686000000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2025, 'Valor': 171.296, 'Secreto': False}, {'Fecha': 1727733600000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2024, 'Valor': 165.433, 'Secreto': False}, {'Fecha': 1719784800000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2024, 'Valor': 162.521, 'Secreto': False}, {'Fecha': 1711922400000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2024, 'Valor': 158.083, 'Secreto': False}, {'Fecha': 1704063600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2024, 'Valor': 152.618, 'Secreto': False}, {'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': 148.69, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 150.273, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 146.583, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 143.58, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': 142.666, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 143.86, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 141.433, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 138.742, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 135.291, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 133.652, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 130.937, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 127.831, 'Secreto': False}, {'Fecha': 1601503200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2020, 'Valor': 127.179, 'Secreto': False}, {'Fecha': 1593554400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2020, 'Valor': 128.255, 'Secreto': False}, {'Fecha': 1585692000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2020, 'Valor': 126.799, 'Secreto': False}, {'Fecha': 1577833200000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2020, 'Valor': 126.695, 'Secreto': False}, {'Fecha': 1569880800000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2019, 'Valor': 125.32, 'Secreto': False}, {'Fecha': 1561932000000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2019, 'Valor': 126.135, 'Secreto': False}, {'Fecha': 1554069600000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2019, 'Valor': 124.175, 'Secreto': False}, {'Fecha': 1546297200000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2019, 'Valor': 122.758, 'Secreto': False}, {'Fecha': 1538344800000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2018, 'Valor': 120.954, 'Secreto': False}, {'Fecha': 1530396000000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2018, 'Valor': 120.491, 'Secreto': False}, {'Fecha': 1522533600000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2018, 'Valor': 117.941, 'Secreto': False}, {'Fecha': 1514761200000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2018, 'Valor': 114.994, 'Secreto': False}, {'Fecha': 1506808800000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2017, 'Valor': 113.457, 'Secreto': False}, {'Fecha': 1498860000000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2017, 'Valor': 112.442, 'Secreto': False}, {'Fecha': 1490997600000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2017, 'Valor': 110.41, 'Secreto': False}, {'Fecha': 1483225200000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2017, 'Valor': 108.239, 'Secreto': False}, {'Fecha': 1475272800000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2016, 'Valor': 105.848, 'Secreto': False}, {'Fecha': 1467324000000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2016, 'Valor': 105.431, 'Secreto': False}, {'Fecha': 1459461600000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2016, 'Valor': 104.601, 'Secreto': False}, {'Fecha': 1451602800000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2016, 'Valor': 102.775, 'Secreto': False}, {'Fecha': 1443650400000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2015, 'Valor': 101.305, 'Secreto': False}, {'Fecha': 1435701600000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2015, 'Valor': 101.358, 'Secreto': False}, {'Fecha': 1427839200000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2015, 'Valor': 100.687, 'Secreto': False}, {'Fecha': 1420066800000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2015, 'Valor': 96.651, 'Secreto': False}, {'Fecha': 1412114400000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2014, 'Valor': 97.194, 'Secreto': False}, {'Fecha': 1404165600000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2014, 'Valor': 97.002, 'Secreto': False}, {'Fecha': 1396303200000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2014, 'Valor': 96.805, 'Secreto': False}, {'Fecha': 1388530800000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2014, 'Valor': 95.208, 'Secreto': False}, {'Fecha': 1380578400000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2013, 'Valor': 95.512, 'Secreto': False}, {'Fecha': 1372629600000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2013, 'Valor': 96.742, 'Secreto': False}, {'Fecha': 1364767200000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2013, 'Valor': 96.041, 'Secreto': False}, {'Fecha': 1356994800000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2013, 'Valor': 96.768, 'Secreto': False}, {'Fecha': 1349042400000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2012, 'Valor': 103.593, 'Secreto': False}, {'Fecha': 1341093600000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2012, 'Valor': 105.073, 'Secreto': False}, {'Fecha': 1333231200000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2012, 'Valor': 109.187, 'Secreto': False}, {'Fecha': 1325372400000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2012, 'Valor': 112.861, 'Secreto': False}, {'Fecha': 1317420000000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2011, 'Valor': 118.782, 'Secreto': False}, {'Fecha': 1309471200000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2011, 'Valor': 123.948, 'Secreto': False}, {'Fecha': 1301608800000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2011, 'Valor': 127.528, 'Secreto': False}, {'Fecha': 1293836400000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2011, 'Valor': 129.059, 'Secreto': False}, {'Fecha': 1285884000000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2010, 'Valor': 133.718, 'Secreto': False}, {'Fecha': 1277935200000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2010, 'Valor': 133.846, 'Secreto': False}, {'Fecha': 1270072800000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2010, 'Valor': 136.79, 'Secreto': False}, {'Fecha': 1262300400000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2010, 'Valor': 134.626, 'Secreto': False}, {'Fecha': 1254348000000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2009, 'Valor': 136.313, 'Secreto': False}, {'Fecha': 1246399200000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2009, 'Valor': 136.845, 'Secreto': False}, {'Fecha': 1238536800000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2009, 'Valor': 138.082, 'Secreto': False}, {'Fecha': 1230764400000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2009, 'Valor': 138.693, 'Secreto': False}, {'Fecha': 1222812000000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2008, 'Valor': 142.511, 'Secreto': False}, {'Fecha': 1214863200000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2008, 'Valor': 147.134, 'Secreto': False}, {'Fecha': 1207000800000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2008, 'Valor': 149.618, 'Secreto': False}, {'Fecha': 1199142000000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2008, 'Valor': 150.082, 'Secreto': False}, {'Fecha': 1191189600000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2007, 'Valor': 150.64, 'Secreto': False}, {'Fecha': 1183240800000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2007, 'Valor': 151.719, 'Secreto': False}, {'Fecha': 1175378400000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2007, 'Valor': 150.103, 'Secreto': False}, {'Fecha': 1167606000000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2007, 'Valor': 145.935, 'Secreto': False}]"
1,IPV949,Total Nacional. General. Variación trimestral. ,135,1,,"[{'Fecha': 1735686000000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2025, 'Valor': 3.5, 'Secreto': False}, {'Fecha': 1727733600000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2024, 'Valor': 1.8, 'Secreto': False}, {'Fecha': 1719784800000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2024, 'Valor': 2.8, 'Secreto': False}, {'Fecha': 1711922400000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2024, 'Valor': 3.6, 'Secreto': False}, {'Fecha': 1704063600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2024, 'Valor': 2.6, 'Secreto': False}, {'Fecha': 1696111200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2023, 'Valor': -1.1, 'Secreto': False}, {'Fecha': 1688162400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2023, 'Valor': 2.5, 'Secreto': False}, {'Fecha': 1680300000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2023, 'Valor': 2.1, 'Secreto': False}, {'Fecha': 1672527600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2023, 'Valor': 0.6, 'Secreto': False}, {'Fecha': 1664575200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2022, 'Valor': -0.8, 'Secreto': False}, {'Fecha': 1656626400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2022, 'Valor': 1.7, 'Secreto': False}, {'Fecha': 1648764000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2022, 'Valor': 1.9, 'Secreto': False}, {'Fecha': 1640991600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2022, 'Valor': 2.6, 'Secreto': False}, {'Fecha': 1633039200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2021, 'Valor': 1.2, 'Secreto': False}, {'Fecha': 1625090400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2021, 'Valor': 2.1, 'Secreto': False}, {'Fecha': 1617228000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2021, 'Valor': 2.4, 'Secreto': False}, {'Fecha': 1609455600000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2021, 'Valor': 0.5, 'Secreto': False}, {'Fecha': 1601503200000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2020, 'Valor': -0.8, 'Secreto': False}, {'Fecha': 1593554400000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2020, 'Valor': 1.1, 'Secreto': False}, {'Fecha': 1585692000000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2020, 'Valor': 0.1, 'Secreto': False}, {'Fecha': 1577833200000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2020, 'Valor': 1.1, 'Secreto': False}, {'Fecha': 1569880800000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2019, 'Valor': -0.6, 'Secreto': False}, {'Fecha': 1561932000000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2019, 'Valor': 1.6, 'Secreto': False}, {'Fecha': 1554069600000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2019, 'Valor': 1.2, 'Secreto': False}, {'Fecha': 1546297200000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2019, 'Valor': 1.5, 'Secreto': False}, {'Fecha': 1538344800000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2018, 'Valor': 0.4, 'Secreto': False}, {'Fecha': 1530396000000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2018, 'Valor': 2.2, 'Secreto': False}, {'Fecha': 1522533600000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2018, 'Valor': 2.6, 'Secreto': False}, {'Fecha': 1514761200000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2018, 'Valor': 1.4, 'Secreto': False}, {'Fecha': 1506808800000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2017, 'Valor': 0.9, 'Secreto': False}, {'Fecha': 1498860000000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2017, 'Valor': 1.8, 'Secreto': False}, {'Fecha': 1490997600000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2017, 'Valor': 2.0, 'Secreto': False}, {'Fecha': 1483225200000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2017, 'Valor': 2.3, 'Secreto': False}, {'Fecha': 1475272800000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2016, 'Valor': 0.4, 'Secreto': False}, {'Fecha': 1467324000000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2016, 'Valor': 0.8, 'Secreto': False}, {'Fecha': 1459461600000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2016, 'Valor': 1.8, 'Secreto': False}, {'Fecha': 1451602800000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2016, 'Valor': 1.5, 'Secreto': False}, {'Fecha': 1443650400000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2015, 'Valor': -0.1, 'Secreto': False}, {'Fecha': 1435701600000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2015, 'Valor': 0.7, 'Secreto': False}, {'Fecha': 1427839200000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2015, 'Valor': 4.2, 'Secreto': False}, {'Fecha': 1420066800000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2015, 'Valor': -0.6, 'Secreto': False}, {'Fecha': 1412114400000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2014, 'Valor': 0.2, 'Secreto': False}, {'Fecha': 1404165600000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2014, 'Valor': 0.2, 'Secreto': False}, {'Fecha': 1396303200000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2014, 'Valor': 1.7, 'Secreto': False}, {'Fecha': 1388530800000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2014, 'Valor': -0.3, 'Secreto': False}, {'Fecha': 1380578400000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2013, 'Valor': -1.3, 'Secreto': False}, {'Fecha': 1372629600000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2013, 'Valor': 0.7, 'Secreto': False}, {'Fecha': 1364767200000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2013, 'Valor': -0.8, 'Secreto': False}, {'Fecha': 1356994800000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2013, 'Valor': -6.6, 'Secreto': False}, {'Fecha': 1349042400000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2012, 'Valor': -1.4, 'Secreto': False}, {'Fecha': 1341093600000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2012, 'Valor': -3.8, 'Secreto': False}, {'Fecha': 1333231200000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2012, 'Valor': -3.3, 'Secreto': False}, {'Fecha': 1325372400000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2012, 'Valor': -5.0, 'Secreto': False}, {'Fecha': 1317420000000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2011, 'Valor': -4.2, 'Secreto': False}, {'Fecha': 1309471200000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2011, 'Valor': -2.8, 'Secreto': False}, {'Fecha': 1301608800000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2011, 'Valor': -1.2, 'Secreto': False}, {'Fecha': 1293836400000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2011, 'Valor': -3.5, 'Secreto': False}, {'Fecha': 1285884000000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2010, 'Valor': -0.1, 'Secreto': False}, {'Fecha': 1277935200000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2010, 'Valor': -2.2, 'Secreto': False}, {'Fecha': 1270072800000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2010, 'Valor': 1.6, 'Secreto': False}, {'Fecha': 1262300400000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2010, 'Valor': -1.2, 'Secreto': False}, {'Fecha': 1254348000000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2009, 'Valor': -0.4, 'Secreto': False}, {'Fecha': 1246399200000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2009, 'Valor': -0.9, 'Secreto': False}, {'Fecha': 1238536800000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2009, 'Valor': -0.4, 'Secreto': False}, {'Fecha': 1230764400000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2009, 'Valor': -2.7, 'Secreto': False}, {'Fecha': 1222812000000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2008, 'Valor': -3.1, 'Secreto': False}, {'Fecha': 1214863200000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2008, 'Valor': -1.7, 'Secreto': False}, {'Fecha': 1207000800000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2008, 'Valor': -0.3, 'Secreto': False}, {'Fecha': 1199142000000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2008, 'Valor': -0.4, 'Secreto': False}, {'Fecha': 1191189600000, 'FK_TipoDato': 1, 'FK_Periodo': 22, 'Anyo': 2007, 'Valor': -0.7, 'Secreto': False}, {'Fecha': 1183240800000, 'FK_TipoDato': 1, 'FK_Periodo': 21, 'Anyo': 2007, 'Valor': 1.1, 'Secreto': False}, {'Fecha': 1175378400000, 'FK_TipoDato': 1, 'FK_Periodo': 20, 'Anyo': 2007, 'Valor': 2.9, 'Secreto': False}, {'Fecha': 1167606000000, 'FK_TipoDato': 1, 'FK_Periodo': 19, 'Anyo': 2007, 'Valor': 2.4, 'Secreto': False}]"
